,ip,nb_qm,ratio_digits_url,ratio_digits_host,length_words_raw,shortest_word_host,longest_words_raw,longest_word_path,avg_word_host,avg_word_path,phish_hints,google_index,status
58,0,0,0.0,0.0,4,5,9,9,5.5,6.5,2,0,phishing
59,0,0,0.0808080809999999,0.0,11,4,16,16,5.0,7.444444444,1,1,phishing
60,0,0,0.0,0.0,4,3,19,5,11.0,4.0,0,1,legitimate
61,0,0,0.033333333,0.057142857,8,1,18,7,7.0,3.5,2,1,phishing
62,0,0,0.081081081,0.0,14,7,9,9,7.0,3.0,0,0,legitimate
63,0,0,0.0,0.0,8,3,8,8,4.0,6.2,0,0,legitimate
64,0,0,0.125,0.15625,4,1,15,0,6.25,0.0,0,0,phishing
65,0,0,0.038461538,0.0,5,3,16,8,9.5,6.0,0,1,phishing
66,0,0,0.0,0.0,11,5,10,10,6.0,6.0,0,1,phishing
67,0,1,0.027027027,0.0,7,8,10,10,8.0,8.166666667000001,0,0,legitimate
68,0,0,0.065217391,0.0,6,3,8,7,5.5,4.75,0,1,legitimate
69,0,0,0.0,0.0,5,3,13,13,6.0,9.0,0,0,legitimate
70,0,0,0.0,0.0,5,7,10,9,8.5,7.333333333,1,1,phishing
71,0,0,0.0,0.0,5,2,9,4,5.5,3.666666667,0,1,legitimate
72,0,0,0.0,0.0,8,3,10,10,5.0,6.5,0,0,legitimate
73,0,0,0.0,0.0,7,10,10,9,10.0,5.333333333,2,1,phishing
74,0,0,0.06779661,0.0,7,13,13,8,13.0,4.833333333,1,1,phishing
75,0,0,0.01754386,0.026315789,5,4,18,5,10.66666667,4.5,0,1,phishing
76,0,0,0.0,0.0,3,8,8,7,8.0,5.0,0,0,legitimate
77,0,0,0.0,0.0,4,3,17,7,10.0,5.5,0,1,phishing
78,0,0,0.0,0.0,4,2,9,7,5.5,5.5,0,0,legitimate
79,0,0,0.027777778,0.034482759,2,8,16,0,12.0,0.0,0,1,phishing
80,0,0,0.038461538,0.0,7,14,14,5,14.0,3.5,1,1,phishing
81,1,0,0.25,0.333333333,2,8,11,0,9.5,0.0,0,1,phishing
82,0,0,0.0,0.0,2,7,14,14,7.0,14.0,0,0,legitimate
83,0,0,0.0,0.0,2,3,9,0,6.0,0.0,0,0,legitimate
84,1,0,0.304347826,0.0,7,15,32,32,15.0,9.333333333,3,1,phishing
85,0,0,0.058823529,0.0,13,3,22,22,3.5,6.454545455,0,0,legitimate
86,0,0,0.0,0.0,2,3,15,0,9.0,0.0,0,0,legitimate
87,0,0,0.0,0.0,2,3,12,0,7.5,0.0,0,0,legitimate
88,0,1,0.008403361,0.0,15,2,17,13,9.5,5.769230769,3,1,phishing
89,0,0,0.06779661,0.0,6,3,13,8,8.0,6.5,1,0,legitimate
90,0,0,0.0,0.0,5,15,15,8,15.0,6.0,0,0,legitimate
91,1,0,0.271523179,0.0,6,7,110,110,7.0,25.8,0,1,phishing
92,0,0,0.035714286,0.0,11,3,17,8,10.0,4.777777778,0,0,legitimate
93,0,0,0.0,0.0,7,3,8,8,3.0,5.333333333,3,1,phishing
94,0,0,0.0,0.0,1,6,6,0,6.0,0.0,0,0,legitimate
95,0,0,0.0,0.0,3,3,14,14,5.5,14.0,0,0,legitimate
96,0,0,0.0,0.0,3,3,6,0,4.333333333,0.0,0,0,legitimate
97,0,0,0.0,0.0,5,3,4,4,3.333333333,3.5,0,0,legitimate
98,0,0,0.0,0.0,1,4,4,0,4.0,0.0,0,0,legitimate
99,0,0,0.0,0.0,2,8,8,2,8.0,2.0,0,1,phishing
100,0,0,0.0,0.0,2,3,11,0,7.0,0.0,0,0,legitimate
101,0,0,0.0,0.0,2,3,13,0,8.0,0.0,0,0,phishing
102,0,0,0.0,0.0,4,3,11,11,5.0,8.0,0,0,legitimate
103,0,0,0.181818182,0.0,2,3,7,7,3.0,7.0,0,1,phishing
104,0,0,0.038461538,0.0,7,3,7,7,4.5,5.2,0,1,phishing
105,0,0,0.026315789,0.0,5,3,13,3,8.0,2.0,0,1,phishing
106,0,0,0.0,0.0,2,3,10,0,6.5,0.0,0,0,legitimate
107,1,0,0.105263158,0.0,7,3,15,15,8.4,8.5,0,1,phishing
108,1,2,0.039534884,0.7692307690000001,81,2,10,10,2.5,4.363636364,3,1,phishing
109,0,0,0.0,0.0,3,2,12,10,7.0,10.0,0,1,legitimate
110,0,0,0.068493151,0.0,9,5,13,8,9.0,5.1428571430000005,0,0,legitimate
111,0,0,0.107142857,0.0,7,3,9,9,5.0,5.6,0,1,phishing
112,0,0,0.0,0.0,11,9,9,7,9.0,3.9,0,1,legitimate
113,0,0,0.0,0.0,7,4,13,13,8.0,7.6,0,1,phishing
114,0,0,0.076923077,0.0,6,3,11,8,7.0,5.5,0,1,legitimate
115,0,0,0.0,0.0,3,3,7,0,5.333333333,0.0,0,0,legitimate
116,1,0,0.244444444,0.0,8,3,32,32,7.0,9.5,1,1,phishing
117,1,0,0.1555555559999999,0.0,6,3,8,7,5.5,4.75,0,0,legitimate
118,0,0,0.036363636,0.05,6,3,12,10,7.5,6.0,0,0,legitimate
119,0,0,0.076923077,0.166666667,8,3,15,15,3.5,6.5,0,1,phishing
120,0,0,0.073170732,0.090909091,3,5,13,0,9.0,0.0,0,1,phishing
121,1,1,0.169014085,0.0,8,6,14,7,10.0,5.333333333,0,1,phishing
122,0,1,0.072289157,0.0,8,5,33,33,5.5,8.666666667000001,1,1,phishing
123,1,0,0.342465753,0.0,4,14,32,32,14.0,14.66666667,0,1,phishing
124,0,0,0.204545455,0.1,5,3,11,6,5.75,6.0,0,1,phishing
125,0,1,0.052631579,0.0,12,3,16,16,5.5,7.9,2,0,phishing
126,1,1,0.157480315,0.0,13,3,17,17,8.4,7.375,0,1,phishing
127,0,1,0.070707071,0.0,9,3,44,44,7.5,9.285714286,0,0,phishing
128,0,0,0.0,0.0,7,3,7,7,4.666666667,6.0,1,1,phishing
129,0,0,0.0,0.0,5,3,12,12,6.0,7.666666667,0,1,legitimate
130,0,0,0.0,0.0,6,7,7,7,7.0,5.0,3,1,phishing
131,0,0,0.0,0.0,5,3,13,3,6.333333333,2.5,0,0,legitimate
132,0,0,0.0,0.0,5,3,5,5,3.5,2.666666667,1,1,phishing
133,0,0,0.0,0.0,10,7,9,9,7.5,6.375,0,0,legitimate
134,0,0,0.049180328,0.0,18,3,10,8,6.5,5.0,0,0,legitimate
135,0,0,0.0,0.0,5,3,12,10,7.5,7.666666667,0,0,legitimate
136,0,0,0.086956522,0.108108108,7,2,6,0,4.0,0.0,0,1,phishing
137,0,0,0.0,0.0,2,8,16,0,12.0,0.0,0,1,phishing
138,0,0,0.0,0.0,2,3,15,0,9.0,0.0,0,0,legitimate
139,0,0,0.0,0.0,7,3,8,7,5.5,3.6,0,0,legitimate
140,0,1,0.0,0.0,11,3,19,19,3.0,7.7,1,1,phishing
141,0,0,0.0,0.0,5,3,11,6,7.0,4.0,0,0,legitimate
142,0,0,0.093023256,0.114285714,4,4,10,0,7.0,0.0,1,1,phishing
143,0,0,0.0,0.0,1,5,5,0,5.0,0.0,0,0,legitimate
144,0,0,0.071428571,0.0,7,3,9,9,3.0,4.0,0,1,legitimate
145,0,0,0.0,0.0,5,11,11,7,11.0,6.0,0,0,legitimate
146,0,0,0.0,0.0,8,2,6,4,3.8,3.666666667,0,1,phishing
147,0,0,0.0,0.0,4,15,15,8,15.0,6.333333333,0,0,legitimate
148,0,1,0.0,0.0,3,3,5,1,4.0,1.0,0,0,phishing
149,0,0,0.020408163,0.0,7,3,8,8,5.0,4.2,0,0,legitimate
150,0,0,0.020833333,0.0,5,7,13,6,10.0,4.333333333,0,0,legitimate
151,0,1,0.037037037,0.0,12,3,23,23,10.0,6.6,3,1,phishing
152,0,0,0.0,0.0,3,17,17,5,17.0,4.5,0,1,phishing
153,0,0,0.0,0.0,9,3,10,10,6.0,6.571428571,0,1,legitimate
154,0,0,0.0,0.0,4,3,9,6,6.0,5.0,0,1,legitimate
155,0,0,0.0,0.0,3,3,6,0,4.666666667,0.0,0,0,legitimate
156,0,0,0.060606061,0.0,3,3,10,10,4.0,10.0,1,1,phishing
157,0,0,0.0,0.0,2,3,3,0,3.0,0.0,0,0,legitimate
158,0,0,0.0,0.0,9,3,10,9,6.5,6.285714286,0,0,legitimate
159,1,0,0.415204678,0.0,30,3,34,34,5.5,10.21428571,1,1,phishing
160,0,0,0.131578947,0.172413793,3,6,9,0,7.666666667,0.0,0,1,phishing
161,0,0,0.0,0.0,9,3,14,7,8.5,5.285714286,2,1,legitimate
162,0,0,0.0,0.0,4,3,7,4,5.0,4.0,0,0,legitimate
163,0,0,0.0,0.0,9,3,9,9,6.0,5.1428571430000005,0,1,phishing
164,0,0,0.051282051,0.0,4,5,9,9,6.5,5.5,0,1,legitimate
165,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
166,0,0,0.0,0.0,2,3,10,0,6.5,0.0,0,0,legitimate
167,0,0,0.128205128,0.0,6,3,6,6,3.0,3.8,0,0,legitimate
168,1,0,0.35483871,0.0,5,3,32,32,4.0,32.0,0,1,phishing
169,0,0,0.0,0.0,5,9,9,6,9.0,4.25,2,1,phishing
170,0,0,0.0,0.0,2,8,18,0,13.0,0.0,0,1,phishing
171,0,0,0.0,0.0,6,3,9,7,6.666666667,5.0,0,0,legitimate
172,0,0,0.06779661,0.0,8,3,8,8,4.0,5.5,0,1,legitimate
173,0,0,0.0,0.0,6,3,12,8,7.5,4.5,0,0,legitimate
174,0,0,0.057692308,0.04,4,2,18,18,6.333333333,18.0,0,1,phishing
175,0,0,0.0,0.0,5,11,11,7,11.0,4.25,0,1,phishing
176,0,0,0.127659574,0.071428571,10,8,30,7,19.0,4.625,0,1,phishing
177,0,0,0.0,0.0,6,3,15,15,5.0,8.5,0,0,legitimate
178,0,0,0.0,0.0,1,6,6,0,6.0,0.0,0,0,legitimate
179,0,1,0.132352941,0.0,11,7,65,65,11.0,17.66666667,1,0,phishing
180,1,0,0.159574468,0.0,10,5,19,19,6.0,7.857142857,1,0,phishing
181,0,0,0.0,0.0,5,3,7,0,5.2,0.0,0,1,phishing
182,0,0,0.1578947369999999,0.272727273,2,1,5,0,3.0,0.0,0,1,phishing
183,0,0,0.028571429,0.045454545,4,3,14,3,8.5,2.0,0,1,phishing
184,0,0,0.0,0.0,7,22,22,9,22.0,4.0,0,1,phishing
185,0,0,0.075471698,0.0,6,3,13,7,8.0,5.25,0,1,phishing
186,0,0,0.0,0.0,11,1,9,9,4.857142857,4.75,1,1,phishing
187,0,0,0.114285714,0.148148148,2,8,15,0,11.5,0.0,0,1,phishing
188,0,1,0.066666667,0.0,33,3,40,40,4.5,5.032258065,0,0,phishing
189,0,0,0.0,0.0,4,9,9,8,9.0,6.666666667,0,0,legitimate
190,1,1,0.4866666670000001,0.0,7,3,88,88,8.25,32.66666667,0,1,phishing
191,0,0,0.0,0.0,4,3,14,4,8.5,3.0,0,1,phishing
192,0,0,0.0,0.0,9,3,8,6,5.5,4.857142857,2,1,phishing
193,1,1,0.160377358,0.0,14,3,12,12,6.5,5.5,0,0,phishing
194,0,0,0.0,0.0,3,7,9,4,8.0,4.0,0,0,phishing
195,0,0,0.0,0.0,9,2,13,13,5.5,4.857142857,0,0,legitimate
196,0,0,0.033333333,0.142857143,10,3,7,7,5.0,3.875,3,1,phishing
197,0,0,0.0,0.0,2,10,10,2,10.0,2.0,0,1,phishing
198,0,0,0.128205128,0.0,4,3,13,5,8.0,4.5,0,0,legitimate
199,0,0,0.0,0.0,6,3,5,5,3.333333333,4.333333333,0,0,legitimate
200,0,1,0.023255814,0.0,15,4,15,15,4.0,6.714285714,0,1,phishing
201,0,0,0.0,0.0,7,3,8,8,5.0,4.8,0,0,legitimate
202,1,0,0.3666666670000001,0.7857142859999999,9,2,7,7,2.75,3.6,0,1,phishing
203,0,0,0.0,0.0,2,9,10,0,9.5,0.0,0,0,legitimate
204,1,0,0.0762711859999999,0.0,12,7,15,12,11.0,7.4,0,0,legitimate
205,0,0,0.0,0.0,2,6,10,0,8.0,0.0,0,0,legitimate
206,0,0,0.166666667,0.0,13,4,7,6,5.5,4.0,0,0,legitimate
207,0,0,0.028571429,0.037037037,3,5,11,0,7.0,0.0,0,1,phishing
208,0,0,0.0,0.0,3,2,12,5,7.0,5.0,0,1,phishing
209,0,0,0.0625,0.102564103,10,1,9,7,5.0,3.5,2,1,phishing
210,0,0,0.078947368,0.103448276,3,6,9,0,7.666666667,0.0,0,1,phishing
211,0,0,0.0,0.0,2,3,4,0,3.5,0.0,0,0,legitimate
212,0,0,0.0,0.0,6,3,22,22,5.0,10.5,0,0,legitimate
213,1,1,0.166666667,0.0,12,3,17,17,8.4,8.142857142999999,0,1,phishing
214,0,0,0.0,0.0,5,2,9,6,5.5,4.666666667,0,0,legitimate
215,0,0,0.0,0.0,6,2,9,6,5.5,5.0,0,0,legitimate
216,0,0,0.0,0.0,2,3,13,0,8.0,0.0,0,0,legitimate
217,0,0,0.0,0.0,2,3,7,0,5.0,0.0,0,0,legitimate
218,0,0,0.02,0.058823529,7,3,9,5,6.0,4.0,2,0,legitimate
219,1,1,0.119047619,0.0,13,3,17,17,8.4,7.375,0,1,phishing
220,0,0,0.0,0.0,5,3,8,8,3.0,5.333333333,0,0,legitimate
221,1,0,0.196078431,0.0,9,11,32,32,11.0,9.0,3,1,phishing
222,0,0,0.064516129,0.086956522,2,3,15,0,9.0,0.0,0,0,legitimate
223,1,1,0.279069767,0.0,8,3,32,32,4.0,13.0,0,1,phishing
224,0,0,0.102564103,0.0,11,3,9,9,5.5,4.888888889,0,0,legitimate
225,0,0,0.0,0.0,2,3,9,0,6.0,0.0,0,0,legitimate
226,1,1,0.212121212,0.0,4,3,7,7,3.5,6.0,0,0,legitimate
227,0,0,0.0,0.0,3,3,6,6,3.5,6.0,0,0,phishing
228,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
229,0,0,0.0,0.0,3,3,12,9,7.5,9.0,0,0,legitimate
230,0,0,0.0,0.0,3,3,6,0,5.0,0.0,0,0,legitimate
231,1,1,0.107843137,0.0,6,7,47,47,9.5,16.5,0,0,phishing
232,0,0,0.0,0.0,5,3,11,8,7.0,5.0,0,1,legitimate
233,0,0,0.0,0.0,2,3,11,0,7.0,0.0,0,0,legitimate
234,0,0,0.079207921,0.0,15,4,11,11,6.0,4.846153846,0,0,legitimate
235,0,0,0.0,0.0,7,3,10,10,5.25,7.333333333,0,0,legitimate
236,0,1,0.0,0.0,6,3,6,5,4.5,3.5,0,0,legitimate
237,0,0,0.0,0.0,1,6,6,0,6.0,0.0,0,1,phishing
238,0,0,0.262773723,0.0,38,3,7,5,5.0,2.111111111,0,1,legitimate
239,1,1,0.1292775669999999,0.162011173,24,2,60,22,12.53846154,5.909090909,1,1,phishing
240,0,0,0.181818182,0.0,2,3,7,7,3.0,7.0,0,1,phishing
241,0,1,0.011235955,0.0,11,17,17,7,17.0,5.1,4,1,phishing
242,0,0,0.0,0.0,2,3,11,0,7.0,0.0,0,0,legitimate
243,0,0,0.020408163,0.0,4,8,13,11,10.5,7.0,0,0,legitimate
244,0,0,0.066666667,0.083333333,6,1,7,0,4.5,0.0,1,1,phishing
245,0,0,0.0,0.0,2,8,10,0,9.0,0.0,0,0,phishing
246,0,0,0.0,0.0,6,7,12,12,7.0,6.4,2,1,phishing
247,0,0,0.0,0.0,2,3,15,0,9.0,0.0,0,0,legitimate
248,0,1,0.0,0.0,11,12,13,13,12.0,5.3,1,1,phishing
249,0,0,0.076923077,0.111111111,2,3,10,0,6.5,0.0,0,1,phishing
250,1,0,0.108433735,0.0,9,3,12,11,7.5,6.857142857,0,0,legitimate
251,0,0,0.0,0.0,4,8,15,8,11.5,5.5,0,1,phishing
252,1,1,0.212121212,0.0,4,3,7,7,3.5,6.0,0,0,legitimate
253,0,0,0.0,0.0,4,3,10,7,6.5,6.5,0,0,legitimate
254,0,0,0.0,0.0,7,3,10,6,6.5,5.0,0,1,legitimate
255,0,0,0.0,0.0,2,3,11,0,7.0,0.0,0,0,legitimate
256,0,0,0.0,0.0,8,3,10,10,6.5,6.5,0,0,legitimate
257,0,0,0.0546875,0.058333333,10,2,35,0,10.7,0.0,2,1,phishing
258,0,0,0.12,0.0,2,3,11,11,3.0,11.0,0,1,phishing
259,0,0,0.0,0.0,3,3,8,7,5.5,7.0,0,0,legitimate
260,0,0,0.0,0.0,5,3,10,10,5.5,8.333333332999999,0,0,legitimate
261,0,0,0.0,0.0,2,3,14,0,8.5,0.0,0,0,legitimate
262,0,0,0.097560976,0.125,2,8,19,0,13.5,0.0,0,1,phishing
263,0,0,0.0,0.0,2,3,16,0,9.5,0.0,0,0,legitimate
264,0,0,0.0,0.0,2,6,11,0,8.5,0.0,0,1,phishing
265,0,1,0.03030303,0.0,8,3,22,9,12.5,3.833333333,0,0,legitimate
266,0,0,0.094117647,0.0,13,3,9,9,4.5,4.6363636360000005,1,0,legitimate
267,0,0,0.0,0.0,5,6,10,10,7.5,7.0,0,0,legitimate
268,0,0,0.055045872,0.0,13,3,11,10,7.0,6.454545455,0,0,legitimate
269,0,0,0.0,0.0,8,16,16,13,16.0,7.0,0,0,legitimate
270,0,1,0.127272727,0.0,8,5,30,30,5.5,13.33333333,2,0,phishing
271,1,1,0.304093567,0.0,14,21,32,32,21.0,9.692307692,3,1,phishing
272,0,0,0.0,0.0,1,6,6,0,6.0,0.0,0,0,legitimate
273,0,0,0.0,0.0,1,9,9,0,9.0,0.0,0,0,legitimate
274,1,0,0.285714286,0.7857142859999999,18,2,25,25,2.75,5.571428571,1,1,phishing
275,0,0,0.0,0.0,2,9,10,0,9.5,0.0,0,1,phishing
276,0,0,0.0,0.0,2,3,9,0,6.0,0.0,0,0,legitimate
277,0,1,0.03125,0.064516129,7,11,15,8,13.0,4.0,0,1,phishing
278,0,0,0.0,0.0,4,2,10,10,5.5,7.0,0,0,legitimate
279,0,0,0.113636364,0.1875,10,2,46,46,8.666666667000001,11.85714286,0,1,phishing
280,0,1,0.048387097,0.0,15,2,27,27,6.0,6.5,0,1,phishing
281,0,0,0.0,0.0,6,14,14,5,14.0,4.2,1,1,phishing
282,1,0,0.290780142,0.395833333,4,12,75,75,22.0,40.5,1,1,phishing
283,1,1,0.126984127,0.0,13,3,17,17,8.4,7.375,0,1,phishing
284,0,0,0.0,0.0,1,7,7,0,7.0,0.0,0,0,legitimate
285,0,0,0.037735849,0.0,7,3,13,13,4.5,5.2,0,1,legitimate
286,0,0,0.0,0.0,2,3,10,0,6.5,0.0,0,0,legitimate
287,1,0,0.276315789,0.0,6,11,32,32,11.0,10.0,0,1,phishing
288,0,0,0.0,0.0,9,3,24,10,13.5,4.571428571,0,1,legitimate
289,1,0,0.207792208,0.0,4,19,32,32,19.0,14.66666667,0,1,phishing
290,0,0,0.0,0.0,4,3,10,4,6.5,3.0,0,0,legitimate
291,0,0,0.0,0.0,6,3,13,10,8.0,5.75,0,0,legitimate
292,0,0,0.081632653,0.0,6,3,14,7,8.5,4.0,0,1,legitimate
293,0,0,0.0,0.0,4,3,12,7,7.5,6.0,0,0,legitimate
294,1,0,0.273809524,0.0,6,13,32,32,13.0,10.4,0,1,phishing
295,0,0,0.0,0.0,2,3,12,0,7.5,0.0,0,0,legitimate
296,0,0,0.0,0.0,2,3,5,0,4.0,0.0,0,0,legitimate
297,0,0,0.0,0.0,5,3,5,5,4.0,4.0,0,0,legitimate
298,0,0,0.0,0.0,4,3,4,0,3.25,0.0,0,0,legitimate
299,0,1,0.0,0.0,12,3,14,8,8.5,5.4,0,0,phishing
300,0,0,0.0,0.0,2,10,13,13,10.0,13.0,0,0,phishing
301,0,0,0.0,0.0,7,3,11,9,7.0,6.2,0,1,legitimate
302,0,0,0.0,0.0,1,11,11,0,11.0,0.0,0,0,legitimate
303,0,0,0.025,0.03030303,2,8,20,0,14.0,0.0,0,1,phishing
304,0,0,0.0,0.0,11,12,12,8,12.0,5.1,5,1,phishing
305,0,0,0.107142857,0.153846154,8,1,7,4,5.0,4.0,0,1,phishing
306,0,0,0.0,0.0,6,6,8,8,6.0,5.2,1,1,phishing
307,0,0,0.0,0.0,2,7,7,4,7.0,4.0,0,1,phishing
308,0,0,0.0,0.0,8,12,12,7,12.0,4.714285714,3,1,phishing
309,0,0,0.043478261,0.0,7,4,11,6,7.5,2.4,0,1,phishing
310,0,0,0.0,0.0,5,6,6,5,6.0,4.0,0,1,phishing
311,0,0,0.068965517,0.090909091,2,6,11,0,8.5,0.0,0,0,legitimate
312,0,0,0.054545455,0.035714286,4,4,18,18,7.333333333,18.0,0,1,phishing
313,0,0,0.0,0.0,3,3,17,12,10.0,12.0,0,0,legitimate
314,0,0,0.0,0.0,2,3,17,0,10.0,0.0,0,0,legitimate
315,1,1,0.398268398,0.0,14,16,64,64,16.0,14.38461538,5,1,phishing
316,0,0,0.0,0.0,3,3,10,4,6.5,4.0,0,1,phishing
317,0,0,0.0,0.0,2,3,15,0,9.0,0.0,0,0,legitimate
318,0,0,0.0,0.0,3,3,5,0,4.0,0.0,0,0,legitimate
319,1,0,0.259259259,0.0,5,3,32,32,11.0,14.66666667,0,1,phishing
320,1,0,0.120689655,0.0,7,3,8,8,5.5,5.8,0,0,legitimate
321,0,0,0.0,0.0,2,6,8,0,7.0,0.0,0,0,legitimate
322,0,0,0.0,0.0,2,3,8,0,5.5,0.0,0,0,legitimate
323,0,0,0.022988506,0.0,10,9,10,10,9.0,6.444444444,0,1,phishing
324,0,0,0.0,0.0,2,6,8,0,7.0,0.0,0,1,legitimate
325,0,0,0.060150376,0.0,19,4,13,13,4.0,5.529411765,0,1,legitimate
326,0,0,0.0,0.0,2,3,6,0,4.5,0.0,0,0,legitimate
327,0,0,0.0,0.0,4,12,12,5,12.0,3.333333333,0,1,phishing
328,0,0,0.0,0.0,2,11,11,5,11.0,5.0,1,0,phishing
329,0,0,0.0,0.0,3,7,8,0,7.333333333,0.0,0,1,phishing
330,0,0,0.0,0.0,2,3,16,0,9.5,0.0,0,0,legitimate
331,0,0,0.0,0.0,7,3,8,8,5.0,4.0,0,0,legitimate
332,0,0,0.115384615,0.176470588,2,3,9,0,6.0,0.0,0,0,legitimate
333,0,1,0.021505376,0.0,14,5,8,8,5.666666667,4.818181818,0,1,phishing
334,0,0,0.0,0.0,5,3,8,8,5.0,8.0,0,0,legitimate
335,0,0,0.0,0.0,2,8,13,0,10.5,0.0,0,1,phishing
336,0,0,0.0,0.0,8,3,14,7,8.5,4.5,0,0,legitimate
337,0,0,0.1607142859999999,0.166666667,8,1,7,6,4.5,5.0,0,1,phishing
338,0,0,0.107142857,0.15,2,7,8,0,7.5,0.0,0,1,phishing
339,0,0,0.0,0.0,8,2,6,6,3.5,4.75,0,0,legitimate
340,0,0,0.06,0.0,5,12,12,9,12.0,5.75,0,1,phishing
341,0,0,0.085714286,0.0,8,3,11,11,6.0,6.666666667,0,0,legitimate
342,0,1,0.048780488,0.0,6,3,9,9,4.0,4.25,0,0,legitimate
